Date,Open,High,Low,Close
02/15/2024,"14.27","14.64","13.94","14.01"
02/14/2024,"15.38","15.47","14.22","14.38"
02/13/2024,"13.96","17.94","13.43","15.85"
02/12/2024,"13.48","13.94","13.34","13.93"
02/09/2024,"12.79","13.01","12.69","12.93"
02/08/2024,"12.95","13.17","12.74","12.79"
02/07/2024,"13.06","13.13","12.81","12.83"
02/06/2024,"13.57","13.78","12.98","13.06"
02/05/2024,"14.37","14.53","13.58","13.67"
02/02/2024,"13.95","14.23","13.39","13.85"
02/01/2024,"14.21","14.63","13.87","13.88"
01/31/2024,"13.42","14.61","13.18","14.35"
01/30/2024,"13.69","13.74","13.23","13.31"
01/29/2024,"13.98","15.35","13.59","13.60"
01/26/2024,"13.73","14.10","13.20","13.26"
01/25/2024,"13.18","13.58","13.06","13.45"
01/24/2024,"12.66","13.18","12.41","13.14"
01/23/2024,"13.20","13.29","12.53","12.55"
01/22/2024,"13.77","13.84","13.17","13.19"
01/19/2024,"13.80","14.58","13.28","13.30"
01/18/2024,"14.85","14.89","13.89","14.13"
01/17/2024,"14.59","15.40","14.38","14.79"
01/16/2024,"14.12","14.35","13.52","13.84"
01/15/2024,"12.66","13.08","12.47","12.70"
01/12/2024,"12.66","13.08","12.47","12.70"
01/11/2024,"12.64","13.31","12.35","12.44"
01/10/2024,"12.86","12.95","12.67","12.69"
01/09/2024,"13.20","13.45","12.74","12.76"
01/08/2024,"14.00","14.18","13.02","13.08"
